"","Provfs","Estimates","e_alpha","PPPW"
"3337","292515",-3.71864970998663,0.0242667128330969,3.97716401945407
"3338","292516",-17,4.13993771878517e-08,7.10650838221522e-06
"3339","292517",-5.18204510377647,0.00561650831863902,0.953626438433503
"3340","292518",-3.52006747102414,0.0295974381310591,4.80334759577094
"3341","292519",-5.23499665855618,0.00532684228313489,0.904951339383125
"3342","292520",-17,4.13993771878517e-08,7.10650838221522e-06
"3343","292521",-3.80450990698653,0.0222701089167417,3.66351493774311
"3344","292522",-17,4.13993771878517e-08,7.10650838221522e-06
"3345","292523",-6.88334532626603,0.00102471031457203,0.175546541650044
"3346","292524",-4.53126415970678,0.0107670561871092,1.81011290238613
"3347","292525",-5.7837948867377,0.0030770162955414,0.525027496990952
"3348","292526",-3.51804446297404,0.0296573745921912,4.81254535628948
"3349","292527",-4.97616227430753,0.00690049400987625,1.16873108371774
"3350","292528",-17,4.13993771878517e-08,7.10650838221522e-06
"3351","292529",-4.71500691967536,0.00895980406772895,1.5115113145999
"3352","292531",-17,4.13993771878517e-08,7.10650838221522e-06
"3353","292532",-17,4.13993771878517e-08,7.10650838221522e-06
"3354","292534",-4.01386177242407,0.0180635032314902,2.99501741584943
"3355","292535",-17,4.13993771878517e-08,7.10650838221522e-06
"3356","292537",-4.62654554246101,0.00978851477366365,1.64869066309058
"3357","292538",-3.95136570895294,0.0192284234051733,3.18119507733446
"3358","292539",-2.81181515250153,0.0600958102709062,9.23824382063896
"3359","292540",-4.34755939889488,0.0129383514327511,2.1661498984417
"3360","292541",-4.2829561982578,0.0138018008596374,2.30691877754885
"3361","292542",-4.45376297064046,0.011634703446099,1.95273819992809
"3362","292543",-5.34518841291331,0.00477105219280627,0.811404182377452
"3363","292544",-5.94183298774152,0.00262720959183182,0.448670370872351
"3364","292545",-17,4.13993771878517e-08,7.10650838221522e-06
"3365","292546",-17,4.13993771878517e-08,7.10650838221522e-06
"3366","292547",-17,4.13993771878517e-08,7.10650838221522e-06
"3367","292548",-17,4.13993771878517e-08,7.10650838221522e-06
